	Symbol	Alias	Name	RNA_seq
1589.1	CYP21A2	['CA21H', 'CAH1', 'CPS1', 'CYP21', 'CYP21B', 'P450c21B']	cytochrome P450 family 21 subfamily A member 2	0
1593.1	CYP27A1	['CP27', 'CTX', 'CYP27']	cytochrome P450 family 27 subfamily A member 1	0
1548.1	CYP2A6	['CPA6', 'CYP2A', 'CYP2A3', 'CYPIIA6', 'P450C2A', 'P450PB']	cytochrome P450 family 2 subfamily A member 6	5.66666666666667
1553.1	CYP2A13	['CPAD', 'CYP2A', 'CYPIIA13']	cytochrome P450 family 2 subfamily A member 13	0.666666666666667
1562.1	CYP2C18	['CPCI', 'CYP2C', 'CYP2C17', 'P450-6B/29C', 'P450IIC17']	cytochrome P450 family 2 subfamily C member 18	0.666666666666667
1558.1	CYP2C8	['CPC8', 'CYP2C8DM', 'CYPIIC8', 'MP-12/MP-20']	cytochrome P450 family 2 subfamily C member 8	0
1558.2	CYP2C8	['CPC8', 'CYP2C8DM', 'CYPIIC8', 'MP-12/MP-20']	cytochrome P450 family 2 subfamily C member 8	0
1559.1	CYP2C9	['CPC9', 'CYP2C', 'CYP2C10', 'CYPIIC9', 'P450IIC9']	cytochrome P450 family 2 subfamily C member 9	0
1565.1	CYP2D6	['CPD6', 'CYP2D', 'CYP2D7AP', 'CYP2D7BP', 'CYP2D7P2', 'CYP2D8P2', 'CYP2DL1', 'CYPIID6', 'P450-DB1', 'P450C2D', 'P450DB1']	cytochrome P450 family 2 subfamily D member 6	7
1572.1	CYP2F1	['C2F1', 'CYP2F', 'CYPIIF1']	cytochrome P450 family 2 subfamily F member 1	1
51302.1	CYP39A1		cytochrome P450 family 39 subfamily A member 1	3.33333333333333
64816.3	CYP3A43		cytochrome P450 family 3 subfamily A member 43	0
64816.1	CYP3A43		cytochrome P450 family 3 subfamily A member 43	0
64816.2	CYP3A43		cytochrome P450 family 3 subfamily A member 43	0
1577.1	CYP3A5	['CP35', 'CYPIIIA5', 'P450PCN3', 'PCN3']	cytochrome P450 family 3 subfamily A member 5	22.6666666666667
1551.1	CYP3A7	['CP37', 'CYPIIIA7', 'P-450(HFL33)', 'P-450111A7', 'P450-HFLA', 'P450HLp2']	cytochrome P450 family 3 subfamily A member 7	0.666666666666667
10858.1	CYP46A1	['CP46', 'CYP46']	cytochrome P450 family 46 subfamily A member 1	1
66002.1	CYP4F12	['CYPIVF12', 'F22329_1']	cytochrome P450 family 4 subfamily F member 12	0.333333333333333
8529.1	CYP4F2	CPF2	cytochrome P450 family 4 subfamily F member 2	0
4051.1	CYP4F3	['CPF3', 'CYP4F', 'CYPIVF3', 'LTB4H']	cytochrome P450 family 4 subfamily F member 3	0.666666666666667
9420.1	CYP7B1	['CBAS3', 'CP7B', 'SPG5A']	cytochrome P450 family 7 subfamily B member 1	17.6666666666667
1582.1	CYP8B1	['CP8B', 'CYP12']	cytochrome P450 family 8 subfamily B member 1	0
5831.2	PYCR1	['ARCL2B', 'ARCL3B', 'P5C', 'P5CR', 'PIG45', 'PP222', 'PRO3', 'PYCR']	pyrroline-5-carboxylate reductase 1	158
5831.1	PYCR1	['ARCL2B', 'ARCL3B', 'P5C', 'P5CR', 'PIG45', 'PP222', 'PRO3', 'PYCR']	pyrroline-5-carboxylate reductase 1	158
5049.1	PAFAH1B2	HEL-S-303	platelet activating factor acetylhydrolase 1b catalytic subunit 2	243
5048.1	PAFAH1B1	['LIS1', 'LIS2', 'MDCR', 'MDS', 'NudF', 'PAFAH']	platelet activating factor acetylhydrolase 1b regulatory subunit 1	178
5050.1	PAFAH1B3	PAFAHG	platelet activating factor acetylhydrolase 1b catalytic subunit 3	69.3333333333333
5051.1	PAFAH2	HSD-PLA2	platelet activating factor acetylhydrolase 2	22.6666666666667
7941.1	PLA2G7	['LDL-PLA2', 'LP-PLA2', 'PAFAD', 'PAFAH']	phospholipase A2 group VII	5.33333333333333
347734.1	SLC35B2	['PAPST1', 'SLL', 'UGTrel4']	solute carrier family 35 member B2	87.3333333333333
57194.1	ATP10A	['ATP10C', 'ATPVA', 'ATPVC']	ATPase phospholipid transporting 10A (putative)	1
5338.1	PLD2	PLD1C	phospholipase D2	23.3333333333333
5337.1	PLD1	CVDD	phospholipase D1	87
130013.1	ACMSD		aminocarboxymuconate semialdehyde decarboxylase	1.33333333333333
5091.1	PC	PCB	pyruvate carboxylase	30
5091.2	PC	PCB	pyruvate carboxylase	30
5244.3	ABCB4	['ABC21', 'GBD1', 'ICP3', 'MDR2', 'MDR2/3', 'MDR3', 'PFIC-3', 'PGY3']	ATP binding cassette subfamily B member 4	9.66666666666667
5244.2	ABCB4	['ABC21', 'GBD1', 'ICP3', 'MDR2', 'MDR2/3', 'MDR3', 'PFIC-3', 'PGY3']	ATP binding cassette subfamily B member 4	9.66666666666667
5244.1	ABCB4	['ABC21', 'GBD1', 'ICP3', 'MDR2', 'MDR2/3', 'MDR3', 'PFIC-3', 'PGY3']	ATP binding cassette subfamily B member 4	9.66666666666667
5138.1	PDE2A	['CGS-PDE', 'PDE2A1', 'PED2A4', 'cGSPDE']	phosphodiesterase 2A	23.6666666666667
5143.1	PDE4C	['DPDE1', 'PDE21']	phosphodiesterase 4C	0.333333333333333
5150.2	PDE7A	['HCP1', 'PDE7']	phosphodiesterase 7A	86.3333333333333
5136.1	PDE1A	['CAM-PDE 1A', 'CAM-PDE-1A', 'HCAM-1', 'HCAM1', 'HSPDE1A']	phosphodiesterase 1A	0.333333333333333
5142.1	PDE4B	['DPDE4', 'PDEIVB']	phosphodiesterase 4B	59.3333333333333
5150.1	PDE7A	['HCP1', 'PDE7']	phosphodiesterase 7A	86.3333333333333
27115.1	PDE7B	bA472E5.1	phosphodiesterase 7B	2
8622.1	PDE8B	['ADSD', 'PPNAD3']	phosphodiesterase 8B	1
5136.2	PDE1A	['CAM-PDE 1A', 'CAM-PDE-1A', 'HCAM-1', 'HCAM1', 'HSPDE1A']	phosphodiesterase 1A	0.333333333333333
5140.1	PDE3B	['HcGIP1', 'cGIPDE1']	phosphodiesterase 3B	18.3333333333333
5151.1	PDE8A	HsT19550	phosphodiesterase 8A	90.3333333333333
5151.4	PDE8A	HsT19550	phosphodiesterase 8A	90.3333333333333
5151.5	PDE8A	HsT19550	phosphodiesterase 8A	90.3333333333333
5144.1	PDE4D	['ACRDYS2', 'DPDE3', 'HSPDE4D', 'PDE43', 'PDE4DN2', 'STRK1']	phosphodiesterase 4D	7.33333333333333
5153.1	PDE1B	['HEL-S-79p', 'PDE1B1', 'PDES1B']	phosphodiesterase 1B	3
5140.2	PDE3B	['HcGIP1', 'cGIPDE1']	phosphodiesterase 3B	18.3333333333333
5141.1	PDE4A	['DPDE2', 'PDE4', 'PDE46']	phosphodiesterase 4A	56.6666666666667
10846.1	PDE10A	['ADSD2', 'HSPDE10A', 'IOLOD', 'LINC00473', 'PDE10A19']	phosphodiesterase 10A	84
5137.1	PDE1C	['DFNA74', 'Hcam3', 'cam-PDE 1C', 'hCam-3']	phosphodiesterase 1C	83.3333333333333
5139.1	PDE3A	['CGI-PDE', 'CGI-PDE A', 'CGI-PDE-A', 'HTNB']	phosphodiesterase 3A	5.66666666666667
50940.1	PDE11A	PPNAD2	phosphodiesterase 11A	2.33333333333333
5151.2	PDE8A	HsT19550	phosphodiesterase 8A	90.3333333333333
5151.3	PDE8A	HsT19550	phosphodiesterase 8A	90.3333333333333
5152.14	PDE9A	HSPDE9A2	phosphodiesterase 9A	12
5152.12	PDE9A	HSPDE9A2	phosphodiesterase 9A	12
5158.1	PDE6B	['CSNB3', 'CSNBAD2', 'GMP-PDEbeta', 'PDEB', 'RP40', 'rd1']	phosphodiesterase 6B	3.66666666666667
5152.19	PDE9A	HSPDE9A2	phosphodiesterase 9A	12
5152.17	PDE9A	HSPDE9A2	phosphodiesterase 9A	12
5152.18	PDE9A	HSPDE9A2	phosphodiesterase 9A	12
8654.3	PDE5A	['CGB-PDE', 'CN5A', 'PDE5']	phosphodiesterase 5A	47.6666666666667
5152.3	PDE9A	HSPDE9A2	phosphodiesterase 9A	12
5152.15	PDE9A	HSPDE9A2	phosphodiesterase 9A	12
5149.1	PDE6H	['ACHM6', 'RCD3']	phosphodiesterase 6H	0
5147.1	PDE6D	['JBTS22', 'PDED']	phosphodiesterase 6D	18
5152.1	PDE9A	HSPDE9A2	phosphodiesterase 9A	12
5152.13	PDE9A	HSPDE9A2	phosphodiesterase 9A	12
5152.4	PDE9A	HSPDE9A2	phosphodiesterase 9A	12
5146.1	PDE6C	['ACHM5', 'COD4', 'PDEA2']	phosphodiesterase 6C	2.33333333333333
5145.1	PDE6A	['CGPR-A', 'PDEA', 'RP43']	phosphodiesterase 6A	4.33333333333333
5152.2	PDE9A	HSPDE9A2	phosphodiesterase 9A	12
5152.11	PDE9A	HSPDE9A2	phosphodiesterase 9A	12
5152.2	PDE9A	HSPDE9A2	phosphodiesterase 9A	12
5152.6	PDE9A	HSPDE9A2	phosphodiesterase 9A	12
5148.1	PDE6G	['PDEG', 'RP57']	phosphodiesterase 6G	0.666666666666667
8654.2	PDE5A	['CGB-PDE', 'CN5A', 'PDE5']	phosphodiesterase 5A	47.6666666666667
5152.7	PDE9A	HSPDE9A2	phosphodiesterase 9A	12
5152.5	PDE9A	HSPDE9A2	phosphodiesterase 9A	12
8654.1	PDE5A	['CGB-PDE', 'CN5A', 'PDE5']	phosphodiesterase 5A	47.6666666666667
5152.16	PDE9A	HSPDE9A2	phosphodiesterase 9A	12
5152.1	PDE9A	HSPDE9A2	phosphodiesterase 9A	12
1737.1	DLAT	['DLTA', 'E2', 'PBC', 'PDC-E2', 'PDCE2']	dihydrolipoamide S-acetyltransferase	102
5162.1	PDHB	['PDHBD', 'PDHE1-B', 'PDHE1B', 'PHE1B']	pyruvate dehydrogenase E1 subunit beta	52
5161.1	PDHA2	PDHAL	pyruvate dehydrogenase E1 subunit alpha 2	3.33333333333333
5160.1	PDHA1	['PDHA', 'PDHAD', 'PDHCE1A', 'PHE1A']	pyruvate dehydrogenase E1 subunit alpha 1	49.6666666666667
55163.1	PNPO	['HEL-S-302', 'PDXPO']	pyridoxamine 5'-phosphate oxidase	85.6666666666667
10396.1	ATP8A1	['ATPASEII', 'ATPIA', 'ATPP2']	ATPase phospholipid transporting 8A1	27
5105.1	PCK1	['PCKDC', 'PEPCK-C', 'PEPCK1', 'PEPCKC']	phosphoenolpyruvate carboxykinase 1	0
5106.1	PCK2	['PEPCK', 'PEPCK-M', 'PEPCK2']	phosphoenolpyruvate carboxykinase 2, mitochondrial	77.3333333333333
8310.1	ACOX3		acyl-CoA oxidase 3, pristanoyl	14.6666666666667
5833.1	PCYT2	['ET', 'SPG82']	phosphate cytidylyltransferase 2, ethanolamine	39
10400.2	PEMT	['PEAMT', 'PEMPT', 'PEMT2', 'PLMT', 'PNMT']	phosphatidylethanolamine N-methyltransferase	27.6666666666667
10400.1	PEMT	['PEAMT', 'PEMPT', 'PEMT2', 'PLMT', 'PNMT']	phosphatidylethanolamine N-methyltransferase	27.6666666666667
10400.3	PEMT	['PEAMT', 'PEMPT', 'PEMT2', 'PLMT', 'PNMT']	phosphatidylethanolamine N-methyltransferase	27.6666666666667
26227.1	PHGDH	['3-PGDH', '3PGDH', 'HEL-S-113', 'NLS', 'NLS1', 'PDG', 'PGAD', 'PGD', 'PGDH', 'PHGDHD', 'SERA']	phosphoglycerate dehydrogenase	342.333333333333
27306.1	HPGDS	['GSTS', 'GSTS1', 'GSTS1-1', 'PGD2', 'PGDS']	hematopoietic prostaglandin D synthase	0
5730.1	PTGDS	['L-PGDS', 'LPGDS', 'PDS', 'PGD2', 'PGDS', 'PGDS2']	prostaglandin D2 synthase	0
80142.4	PTGES2	['C9orf15', 'GBF-1', 'GBF1', 'PGES2', 'mPGES-2']	prostaglandin E synthase 2	55.3333333333333
9536.2	PTGES	['MGST-IV', 'MGST1-L1', 'MGST1L1', 'MPGES', 'PGES', 'PIG12', 'PP102', 'PP1294', 'TP53I12', 'mPGES-1']	prostaglandin E synthase	0.666666666666667
9536.1	PTGES	['MGST-IV', 'MGST1-L1', 'MGST1L1', 'MPGES', 'PGES', 'PIG12', 'PP102', 'PP1294', 'TP53I12', 'mPGES-1']	prostaglandin E synthase	0.666666666666667
80142.2	PTGES2	['C9orf15', 'GBF-1', 'GBF1', 'PGES2', 'mPGES-2']	prostaglandin E synthase 2	55.3333333333333
80142.1	PTGES2	['C9orf15', 'GBF-1', 'GBF1', 'PGES2', 'mPGES-2']	prostaglandin E synthase 2	55.3333333333333
80142.3	PTGES2	['C9orf15', 'GBF-1', 'GBF1', 'PGES2', 'mPGES-2']	prostaglandin E synthase 2	55.3333333333333
5740.1	PTGIS	['CYP8', 'CYP8A1', 'PGIS', 'PTGI']	prostaglandin I2 synthase	22
114971.1	PTPMT1	['DUSP23', 'MOSP', 'PLIP', 'PNAS-129']	protein tyrosine phosphatase mitochondrial 1	11.3333333333333
9489.1	PGS1		phosphatidylglycerophosphate synthase 1	84.3333333333333
5743.1	PTGS2	['COX-2', 'COX2', 'GRIPGHS', 'PGG/HS', 'PGHS-2', 'PHS-2', 'hCox-2']	prostaglandin-endoperoxide synthase 2	9.33333333333333
5742.1	PTGS1	['COX1', 'COX3', 'PCOX1', 'PES-1', 'PGG/HS', 'PGHS-1', 'PGHS1', 'PHS1', 'PTGHS']	prostaglandin-endoperoxide synthase 1	0.666666666666667
6898.1	TAT		tyrosine aminotransferase	0
5053.1	PAH	['PH', 'PKU', 'PKU1']	phenylalanine hydroxylase	4.33333333333333
5264.1	PHYH	['LN1', 'LNAP1', 'PAHX', 'PHYH1', 'RD']	phytanoyl-CoA 2-hydroxylase	15
5728.1	PTEN	['10q23del', 'BZS', 'CWS1', 'DEC', 'GLM2', 'MHAM', 'MMAC1', 'PTEN1', 'PTENbeta', 'TEP1']	phosphatase and tensin homolog	174.666666666667
8871.1	SYNJ2	INPP5H	synaptojanin 2	134.333333333333
8394.1	PIP5K1A		phosphatidylinositol-4-phosphate 5-kinase type 1 alpha	224.666666666667
23396.1	PIP5K1C	['LCCS3', 'PIP5K-GAMMA', 'PIP5K1-gamma', 'PIP5Kgamma']	phosphatidylinositol-4-phosphate 5-kinase type 1 gamma	77.3333333333333
8395.1	PIP5K1B	['MSS4', 'STM7']	phosphatidylinositol-4-phosphate 5-kinase type 1 beta	2
5297.1	PI4KA	['PI4K-ALPHA', 'PIK4CA', 'PMGYCHA', 'pi4K230']	phosphatidylinositol 4-kinase alpha	295.666666666667
5298.1	PI4KB	['NPIK', 'PI4K-BETA', 'PI4K92', 'PI4KBETA', 'PI4KIII', 'PI4KIIIBETA', 'PIK4CB']	phosphatidylinositol 4-kinase beta	127.333333333333
55361.1	PI4K2A	['PI4KII', 'PIK42A']	phosphatidylinositol 4-kinase type 2 alpha	98.3333333333333
5291.1	PIK3CB	['P110BETA', 'PI3K', 'PI3KBETA', 'PIK3C1']	phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit beta	79.6666666666667
5295.1	PIK3R1	['AGM7', 'GRB1', 'IMD36', 'p85', 'p85-ALPHA']	phosphoinositide-3-kinase regulatory subunit 1	110.333333333333
5293.1	PIK3CD	['APDS', 'IMD14', 'P110DELTA', 'PI3K', 'p110D']	phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit delta	61.6666666666667
5295.2	PIK3R1	['AGM7', 'GRB1', 'IMD36', 'p85', 'p85-ALPHA']	phosphoinositide-3-kinase regulatory subunit 1	110.333333333333
10870.1	HCST	['DAP10', 'KAP10', 'PIK3AP']	hematopoietic cell signal transducer	0.333333333333333
23533.1	PIK3R5	['F730038I15Rik', 'FOAP-2', 'P101-PI3K', 'p101']	phosphoinositide-3-kinase regulatory subunit 5	0.666666666666667
5295.3	PIK3R1	['AGM7', 'GRB1', 'IMD36', 'p85', 'p85-ALPHA']	phosphoinositide-3-kinase regulatory subunit 1	110.333333333333
8503.1	PIK3R3	['p55', 'p55-GAMMA', 'p55PIK']	phosphoinositide-3-kinase regulatory subunit 3	75
5294.1	PIK3CG	['PI3CG', 'PI3K', 'PI3Kgamma', 'PIK3', 'p110gamma', 'p120-PI3K']	phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit gamma	1.66666666666667
5290.1	PIK3CA	['CLAPO', 'CLOVE', 'CWS5', 'MCAP', 'MCM', 'MCMTC', 'PI3K', 'PI3K-alpha', 'p110-alpha']	phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit alpha	83
5296.1	PIK3R2	['MPPH', 'MPPH1', 'P85B', 'p85', 'p85-BETA']	phosphoinositide-3-kinase regulatory subunit 2	0.333333333333333
4952.1	OCRL	['Dent-2', 'INPP5F', 'LOCR', 'NPHL2', 'OCRL-1', 'OCRL1']	OCRL inositol polyphosphate-5-phosphatase	74
4952.2	OCRL	['Dent-2', 'INPP5F', 'LOCR', 'NPHL2', 'OCRL-1', 'OCRL1']	OCRL inositol polyphosphate-5-phosphatase	74
51196.1	PLCE1	['NPHS3', 'PLCE', 'PPLC']	phospholipase C epsilon 1	409
113026.1	PLCD3	PLC-delta-3	phospholipase C delta 3	256
84812.1	PLCD4		phospholipase C delta 4	22.6666666666667
257068.1	PLCXD2		phosphatidylinositol specific phospholipase C X domain containing 2	105
5331.1	PLCB3		phospholipase C beta 3	109.666666666667
23236.1	PLCB1	['EIEE12', 'PI-PLC', 'PLC-154', 'PLC-I', 'PLC-beta-1', 'PLC154', 'PLCB1A', 'PLCB1B']	phospholipase C beta 1	50.6666666666667
5332.1	PLCB4	['ARCND2', 'PI-PLC']	phospholipase C beta 4	4.33333333333333
5330.1	PLCB2	PLC-beta-2	phospholipase C beta 2	65
5332.2	PLCB4	['ARCND2', 'PI-PLC']	phospholipase C beta 4	4.33333333333333
5335.1	PLCG1	['NCKAP3', 'PLC-II', 'PLC1', 'PLC148', 'PLCgamma1']	phospholipase C gamma 1	184.666666666667
5335.2	PLCG1	['NCKAP3', 'PLC-II', 'PLC1', 'PLC148', 'PLCgamma1']	phospholipase C gamma 1	184.666666666667
89869.1	PLCZ1	['NYD-SP27', 'PLC-zeta-1', 'PLCzeta', 'SPGF17']	phospholipase C zeta 1	0.333333333333333
23007.1	PLCH1	['PLC eta 1', 'PLC-L3', 'PLCL3']	phospholipase C eta 1	6.66666666666667
23236.2	PLCB1	['EIEE12', 'PI-PLC', 'PLC-154', 'PLC-I', 'PLC-beta-1', 'PLC154', 'PLCB1A', 'PLCB1B']	phospholipase C beta 1	50.6666666666667
9651.1	PLCH2	['PLC-L4', 'PLC-eta2', 'PLCL4', 'PLCeta2']	phospholipase C eta 2	2.33333333333333
5333.1	PLCD1	['NDNC3', 'PLC-III']	phospholipase C delta 1	37
5336.1	PLCG2	['APLAID', 'FCAS3', 'PLC-IV', 'PLC-gamma-2']	phospholipase C gamma 2	16
5334.1	PLCL1	['PLCE', 'PLCL', 'PLDL1', 'PPP1R127', 'PRIP']	phospholipase C like 1 (inactive)	0
5288.1	PIK3C2G	['PI3K-C2-gamma', 'PI3K-C2GAMMA']	phosphatidylinositol-4-phosphate 3-kinase catalytic subunit type 2 gamma	0
5286.1	PIK3C2A	['CPK', 'OCSKD', 'PI3-K-C2(ALPHA)', 'PI3-K-C2A', 'PI3K-C2-alpha', 'PI3K-C2alpha']	phosphatidylinositol-4-phosphate 3-kinase catalytic subunit type 2 alpha	322
5287.1	PIK3C2B	C2-PI3K	phosphatidylinositol-4-phosphate 3-kinase catalytic subunit type 2 beta	50.3333333333333
200576.1	PIKFYVE	['CFD', 'FAB1', 'HEL37', 'PIP5K', 'PIP5K3', 'ZFYVE29']	phosphoinositide kinase, FYVE-type zinc finger containing	163.666666666667
8396.1	PIP4K2B	['PI5P4KB', 'PIP5K2B', 'PIP5KIIB', 'PIP5KIIbeta', 'PIP5P4KB']	phosphatidylinositol-5-phosphate 4-kinase type 2 beta	210
8396.2	PIP4K2B	['PI5P4KB', 'PIP5K2B', 'PIP5KIIB', 'PIP5KIIbeta', 'PIP5P4KB']	phosphatidylinositol-5-phosphate 4-kinase type 2 beta	210
200576.3	PIKFYVE	['CFD', 'FAB1', 'HEL37', 'PIP5K', 'PIP5K3', 'ZFYVE29']	phosphoinositide kinase, FYVE-type zinc finger containing	163.666666666667
200576.2	PIKFYVE	['CFD', 'FAB1', 'HEL37', 'PIP5K', 'PIP5K3', 'ZFYVE29']	phosphoinositide kinase, FYVE-type zinc finger containing	163.666666666667
79837.1	PIP4K2C	PIP5K2C	phosphatidylinositol-5-phosphate 4-kinase type 2 gamma	84
5305.1	PIP4K2A	['PI5P4KA', 'PIP5K2A', 'PIP5KII-alpha', 'PIP5KIIA', 'PIPK']	phosphatidylinositol-5-phosphate 4-kinase type 2 alpha	109
5289.1	PIK3C3	['VPS34', 'Vps34', 'hVps34']	phosphatidylinositol 3-kinase catalytic subunit type 3	37.3333333333333
51227.3	PIGP	['DCRC', 'DCRC-S', 'DSCR5', 'DSRC', 'EIEE55', 'PIG-P']	phosphatidylinositol glycan anchor biosynthesis class P	9
8818.1	DPM2	CDG1U	dolichyl-phosphate mannosyltransferase subunit 2, regulatory	79.6666666666667
5277.2	PIGA	['GPI3', 'MCAHS2', 'PIG-A', 'PNH1']	phosphatidylinositol glycan anchor biosynthesis class A	22.3333333333333
5277.3	PIGA	['GPI3', 'MCAHS2', 'PIG-A', 'PNH1']	phosphatidylinositol glycan anchor biosynthesis class A	22.3333333333333
5283.1	PIGH	GPI-H	phosphatidylinositol glycan anchor biosynthesis class H	30.3333333333333
5277.1	PIGA	['GPI3', 'MCAHS2', 'PIG-A', 'PNH1']	phosphatidylinositol glycan anchor biosynthesis class A	22.3333333333333
9091.2	PIGQ	['EIEE77', 'GPI1', 'c407A10.1']	phosphatidylinositol glycan anchor biosynthesis class Q	44
5279.1	PIGC	['GPI2', 'GPIBD16', 'MRT62']	phosphatidylinositol glycan anchor biosynthesis class C	60.3333333333333
5279.2	PIGC	['GPI2', 'GPIBD16', 'MRT62']	phosphatidylinositol glycan anchor biosynthesis class C	60.3333333333333
9091.1	PIGQ	['EIEE77', 'GPI1', 'c407A10.1']	phosphatidylinositol glycan anchor biosynthesis class Q	44
51227.2	PIGP	['DCRC', 'DCRC-S', 'DSCR5', 'DSRC', 'EIEE55', 'PIG-P']	phosphatidylinositol glycan anchor biosynthesis class P	9
8818.2	DPM2	CDG1U	dolichyl-phosphate mannosyltransferase subunit 2, regulatory	79.6666666666667
51227.1	PIGP	['DCRC', 'DCRC-S', 'DSCR5', 'DSRC', 'EIEE55', 'PIG-P']	phosphatidylinositol glycan anchor biosynthesis class P	9
8398.2	PLA2G6	['CaI-PLA2', 'GVI', 'INAD1', 'IPLA2-VIA', 'NBIA2', 'NBIA2A', 'NBIA2B', 'PARK14', 'PLA2', 'PNPLA9', 'iPLA2', 'iPLA2beta']	phospholipase A2 group VI	31.6666666666667
81579.1	PLA2G12A	['GXII', 'PLA2G12', 'ROSSY']	phospholipase A2 group XIIA	18.3333333333333
100137049.1	PLA2G4B	['HsT16992', 'cPLA2-beta']	phospholipase A2 group IVB	1.33333333333333
5320.1	PLA2G2A	['MOM1', 'PLA2', 'PLA2B', 'PLA2L', 'PLA2S', 'PLAS1', 'sPLA2']	phospholipase A2 group IIA	0
8398.1	PLA2G6	['CaI-PLA2', 'GVI', 'INAD1', 'IPLA2-VIA', 'NBIA2', 'NBIA2A', 'NBIA2B', 'PARK14', 'PLA2', 'PNPLA9', 'iPLA2', 'iPLA2beta']	phospholipase A2 group VI	31.6666666666667
64600.1	PLA2G2F	['GIIFsPLA2', 'sPLA2-IIF']	phospholipase A2 group IIF	0.333333333333333
5322.1	PLA2G5	['FRFB', 'GV-PLA2', 'PLA2-10', 'hVPLA(2)']	phospholipase A2 group V	0
123745.1	PLA2G4E		phospholipase A2 group IVE	0
30814.1	PLA2G2E	['GIIE sPLA2', 'sPLA2-IIE']	phospholipase A2 group IIE	0
5319.1	PLA2G1B	['PLA2', 'PLA2A', 'PPLA2']	phospholipase A2 group IB	0
8399.1	PLA2G10	['GXPLA2', 'GXSPLA2', 'SPLA2', 'sPLA2-X']	phospholipase A2 group X	0.333333333333333
26279.1	PLA2G2D	['PLA2IID', 'SPLASH', 'sPLA2-IID', 'sPLA2S']	phospholipase A2 group IID	0
10654.1	PMVK	['HUMPMKI', 'PMK', 'PMKA', 'PMKASE', 'POROK1']	phosphomevalonate kinase	15
9807.2	IP6K1	['IHPK1', 'PiUS']	inositol hexakisphosphate kinase 1	126.333333333333
9807.1	IP6K1	['IHPK1', 'PiUS']	inositol hexakisphosphate kinase 1	126.333333333333
117283.1	IP6K3	['IHPK3', 'INSP6K3']	inositol hexakisphosphate kinase 3	0.666666666666667
51447.6	IP6K2	['IHPK2', 'InsP6K2', 'PIUS']	inositol hexakisphosphate kinase 2	162.333333333333
51447.2	IP6K2	['IHPK2', 'InsP6K2', 'PIUS']	inositol hexakisphosphate kinase 2	162.333333333333
51447.5	IP6K2	['IHPK2', 'InsP6K2', 'PIUS']	inositol hexakisphosphate kinase 2	162.333333333333
51447.3	IP6K2	['IHPK2', 'InsP6K2', 'PIUS']	inositol hexakisphosphate kinase 2	162.333333333333
51447.4	IP6K2	['IHPK2', 'InsP6K2', 'PIUS']	inositol hexakisphosphate kinase 2	162.333333333333
51447.1	IP6K2	['IHPK2', 'InsP6K2', 'PIUS']	inositol hexakisphosphate kinase 2	162.333333333333
8876.1	VNN 1	['HDLCQ8', 'Tiff66']	vanin 1	0
55350.3	VNN 3	HSA238982	vanin 3	0
8875.1	VNN 2	['FOAP-4', 'GPI-80']	vanin 2	0.333333333333333
55350.2	VNN 3	HSA238982	vanin 3	0
55350.1	VNN 3	HSA238982	vanin 3	0
8875.2	VNN 2	['FOAP-4', 'GPI-80']	vanin 2	0.333333333333333
27068.3	PPA2	['HSPC124', 'SCFAI', 'SCFI', 'SID6-306']	inorganic pyrophosphatase 2	30
27068.4	PPA2	['HSPC124', 'SCFAI', 'SCFI', 'SID6-306']	inorganic pyrophosphatase 2	30
27068.1	PPA2	['HSPC124', 'SCFAI', 'SCFI', 'SID6-306']	inorganic pyrophosphatase 2	30
27068.2	PPA2	['HSPC124', 'SCFAI', 'SCFI', 'SID6-306']	inorganic pyrophosphatase 2	30
8611.2	PLPP1	['LLP1a', 'LPP1', 'PAP-2a', 'PAP2', 'PPAP2A']	phospholipid phosphatase 1	12
8611.1	PLPP1	['LLP1a', 'LPP1', 'PAP-2a', 'PAP2', 'PPAP2A']	phospholipid phosphatase 1	12
8613.1	PLPP3	['Dri42', 'LPP3', 'PAP2B', 'PPAP2B', 'VCIP']	phospholipid phosphatase 3	29.6666666666667
8612.1	PLPP2	['LPP2', 'PAP-2c', 'PAP2-g', 'PPAP2C']	phospholipid phosphatase 2	60
5498.1	PPOX	['PPO', 'V290M', 'VP']	protoporphyrinogen oxidase	17
9588.1	PRDX6	['1-Cys', 'AOP2', 'HEL-S-128m', 'NSGPx', 'PRX', 'aiPLA2', 'p29']	peroxiredoxin 6	327
8288.1	EPX	['EPO', 'EPP', 'EPX-PEN', 'EPXD']	eosinophil peroxidase	0
4353.1	MPO		myeloperoxidase	0
6820.2	SULT2B1	['ARCI14', 'HSST2']	sulfotransferase family 2B member 1	0.333333333333333
5625.1	PRODH	['HSPOX2', 'PIG6', 'POX', 'PRODH1', 'PRODH2', 'TP53I6']	proline dehydrogenase 1	0
6578.1	SLCO2A1	['MATR1', 'OATP2A1', 'PGT', 'PHOAR2', 'SLC21A2']	solute carrier organic anion transporter family member 2A1	17.6666666666667
23761.1	PISD	['DJ858B16', 'LIBF', 'PSD', 'PSDC', 'PSSC', 'dJ858B16.2']	phosphatidylserine decarboxylase	60.3333333333333
